"review_id";"tag_id";"date_publish";"rating";"sentiment_score";"is_positive";"is_negative";"is_neutral"
20326055985772549;7;2019-07-31;5.0;1;true;false;false
52363079726788344;7;2019-07-31;5.0;1;true;false;false
1072803383608682936;7;2019-07-31;5.0;1;true;false;false
11667946952562865;7;2019-07-31;5.0;1;true;false;false
125696725938621434;7;2019-07-31;5.0;1;true;false;false
1027547016798215115;7;2019-07-31;4.0;0;false;false;true
182824356294003345;7;2019-07-31;4.0;1;true;false;false
993726129884552893;7;2019-07-31;1.0;1;true;false;false
1098859034831398656;7;2019-07-31;5.0;0;false;false;true
7105173445816844597;7;2019-07-31;3.0;0;false;false;true
7186754218457076489;7;2019-07-31;3.0;1;true;false;false
36716814211125365;7;2019-07-31;5.0;0;false;false;true
7079645690970924803;7;2019-07-31;1.0;0;false;false;true
117249121081360685;7;2019-07-31;4.0;0;false;false;true
173454767255739828;7;2019-07-31;1.0;0;false;false;true
54466801201870679;7;2019-07-31;5.0;1;true;false;false
1039290257357151947;7;2019-07-31;4.0;1;true;false;false
7139623662684906763;7;2019-07-31;1.0;0;false;false;true
7178134552358903354;7;2019-07-31;1.0;1;true;false;false
5851867068018270;7;2019-07-31;1.0;0;false;false;true
4663243379029253065;7;2019-07-31;2.0;0;false;false;true
1040620155456250047;7;2019-07-31;4.0;0;false;false;true
34087390649322333;7;2019-07-31;5.0;1;true;false;false
53510754832209401;7;2019-07-31;5.0;1;true;false;false
54259938044565547;7;2019-07-31;5.0;1;true;false;false
1853280590360252969;7;2019-07-31;5.0;0;false;false;true
999859984202544426;7;2019-07-31;5.0;0;false;false;true
1027192172685066799;7;2019-07-31;5.0;1;true;false;false
1076920096105817048;7;2019-07-31;4.0;0;false;false;true
2141281649615841659;7;2019-07-31;5.0;0;false;false;true
8554438730490479946;7;2019-07-31;4.0;0;false;false;true
7097052891996340241;7;2019-07-31;5.0;1;true;false;false
8770717879668654072;7;2019-07-31;5.0;0;false;false;true
13913543454226921;7;2019-07-31;5.0;1;true;false;false
72132681507043572;7;2019-07-31;5.0;1;true;false;false
104611851229523651;7;2019-07-31;3.0;1;true;false;false
7075690183611065904;7;2019-07-31;5.0;1;true;false;false
21201577308830166;7;2019-07-31;3.0;0;false;false;true
1096985781388962554;7;2019-07-31;4.0;0;false;false;true
6753195967503486996;7;2019-07-31;3.0;0;false;false;true
124457631284602430;7;2019-07-31;4.0;1;true;false;false
1035599313643983220;7;2019-07-31;4.0;1;true;false;false
6681004696016462275;7;2019-07-31;5.0;0;false;false;true
72545513264786206;7;2019-07-31;5.0;1;true;false;false
7075063069223431696;7;2019-07-31;5.0;1;true;false;false
7101530026152622448;7;2019-07-31;1.0;-1;false;true;false
7142915385905625451;7;2019-07-31;5.0;1;true;false;false
484083283944671737;7;2019-07-31;5.0;1;true;false;false
9836128512920099;7;2019-07-31;3.0;1;true;false;false
34481094672881829;7;2019-07-31;5.0;1;true;false;false
1009865087715366955;7;2019-07-31;5.0;0;false;false;true
1018518489099707863;7;2019-07-31;5.0;0;false;false;true
1066095585831211159;7;2019-07-31;1.0;-1;false;true;false
7186881463752920275;7;2019-07-31;5.0;0;false;false;true
3294245818017398112;7;2019-07-31;1.0;1;true;false;false
1276829727296428363;7;2019-07-31;2.0;1;true;false;false
63179150494874533;7;2019-07-31;1.0;0;false;false;true
1031387859439990910;7;2019-07-31;5.0;1;true;false;false
5600294082954570627;7;2019-07-31;4.0;1;true;false;false
43176864966207795;7;2019-07-31;5.0;1;true;false;false
63423450054407730;7;2019-07-31;5.0;0;false;false;true
63849521641838801;7;2019-07-31;5.0;1;true;false;false
1022860884300676870;7;2019-07-31;3.0;1;true;false;false
1060463176529309721;7;2019-07-31;5.0;1;true;false;false
7190417402727672673;7;2019-07-31;4.0;0;false;false;true
25303671239512729;7;2019-07-31;5.0;1;true;false;false
77876705435150764;7;2019-07-31;5.0;0;false;false;true
113428842641020596;7;2019-07-31;5.0;1;true;false;false
118378026278325226;7;2019-07-31;5.0;1;true;false;false
1002017636277233059;7;2019-07-31;5.0;1;true;false;false
7073983953836783832;7;2019-07-31;5.0;1;true;false;false
7154864964589045538;7;2019-07-31;1.0;-1;false;true;false
7188483084724628611;7;2019-07-31;2.0;1;true;false;false
172013695769957237;7;2019-07-31;5.0;1;true;false;false
2717978950155498867;7;2019-07-31;1.0;0;false;false;true
118433693737135671;7;2019-07-31;5.0;1;true;false;false
7108097462494222115;7;2019-07-31;5.0;0;false;false;true
4613504939868513;7;2019-07-31;1.0;0;false;false;true
108151550371353562;7;2019-07-31;3.0;0;false;false;true
10059578164148621;7;2019-07-31;5.0;1;true;false;false
1068785046676413922;7;2019-07-31;5.0;0;false;false;true
7168420546869133576;7;2019-07-31;5.0;1;true;false;false
71488997163852869;7;2019-07-31;5.0;1;true;false;false
105016878725374808;7;2019-07-31;5.0;1;true;false;false
27560474968710691;7;2019-07-31;5.0;1;true;false;false
27721118909498005;7;2019-07-31;5.0;1;true;false;false
34333187463401838;7;2019-07-31;5.0;0;false;false;true
1034329977050961443;7;2019-07-31;3.0;0;false;false;true
1063481807755933169;7;2019-07-31;5.0;0;false;false;true
167688634558488273;7;2019-07-31;4.0;1;true;false;false
988460605991720624;7;2019-07-31;4.0;1;true;false;false
24436832200848673;7;2019-07-31;5.0;1;true;false;false
25957241520388973;7;2019-07-31;4.0;0;false;false;true
86144025298010176;7;2019-07-31;1.0;1;true;false;false
100346836814987323;7;2019-07-31;4.0;1;true;false;false
125970016491179414;7;2019-07-31;5.0;0;false;false;true
1008461484522905455;7;2019-07-31;5.0;1;true;false;false
1033522265421653323;7;2019-07-31;5.0;1;true;false;false
1074153141046477770;7;2019-07-31;5.0;1;true;false;false
1079073355699674526;7;2019-07-31;4.0;1;true;false;false
7078221635792949083;7;2019-07-31;5.0;1;true;false;false
7142986952963897059;7;2019-07-31;1.0;0;false;false;true
7144478446813463845;7;2019-07-31;5.0;1;true;false;false
7155060152006522467;7;2019-07-31;1.0;1;true;false;false
6032201813464693266;7;2019-07-31;5.0;1;true;false;false
75954001771925929;7;2019-07-31;5.0;0;false;false;true
1041033090720791447;7;2019-07-31;5.0;1;true;false;false
1051916619680808484;7;2019-07-31;5.0;1;true;false;false
1053512913880505292;7;2019-07-31;5.0;1;true;false;false
1066598141715330739;7;2019-07-31;5.0;1;true;false;false
1084926635831964232;7;2019-07-31;5.0;1;true;false;false
7257202317086771145;7;2019-07-31;5.0;1;true;false;false
3366241221559313943;7;2019-07-31;5.0;1;true;false;false
1132626036598811787;7;2019-07-31;4.0;0;false;false;true
3119042209090270;7;2019-07-31;5.0;1;true;false;false
30715046316540825;7;2019-07-31;5.0;0;false;false;true
1092906444642983507;7;2019-07-31;4.0;1;true;false;false
1087003430899312672;7;2019-07-31;5.0;1;true;false;false
7170896424641695273;7;2019-07-31;1.0;0;false;false;true
93467131868152476;7;2019-07-31;1.0;0;false;false;true
105044797571806148;7;2019-07-31;5.0;0;false;false;true
118616151574776488;7;2019-07-31;5.0;0;false;false;true
1003466997796281519;7;2019-07-31;5.0;1;true;false;false
1051904476169946318;7;2019-07-31;3.0;0;false;false;true
1070174925120873242;7;2019-07-31;5.0;1;true;false;false
1093299409762359083;7;2019-07-31;5.0;0;false;false;true
7093505913969932266;7;2019-07-31;5.0;1;true;false;false
7125647813993308983;7;2019-07-31;5.0;1;true;false;false
8193950822955497893;7;2019-07-31;5.0;1;true;false;false
1266164415174127303;7;2019-07-31;2.0;0;false;false;true
163368738608297802;7;2019-07-31;3.0;0;false;false;true
76430410417040698;7;2019-07-31;5.0;1;true;false;false
94066520812641255;7;2019-07-31;2.0;-1;false;true;false
99548283536948925;7;2019-07-31;4.0;1;true;false;false
984815411626165456;7;2019-07-31;3.0;0;false;false;true
10026083484864990;7;2019-07-31;4.0;1;true;false;false
10088521198976502;7;2019-07-31;5.0;1;true;false;false
10712478626479516;7;2019-07-31;2.0;0;false;false;true
707634435644537091;7;2019-07-31;2.0;0;false;false;true
708066360437700120;7;2019-07-31;1.0;0;false;false;true
709745384865556139;7;2019-07-31;5.0;1;true;false;false
712845233195271791;7;2019-07-31;1.0;0;false;false;true
689707340793754479;7;2019-07-31;1.0;0;false;false;true
1064417269701134138;7;2019-07-31;5.0;0;false;false;true
1676918766780634537;7;2019-07-31;5.0;1;true;false;false
56307380955032011;7;2019-07-31;5.0;1;true;false;false
102646055926834767;7;2019-07-31;5.0;1;true;false;false
110293137585747094;7;2019-07-31;5.0;1;true;false;false
708510377671544275;7;2019-07-31;4.0;0;false;false;true
714007740000027184;7;2019-07-31;5.0;0;false;false;true
257350277818179705;7;2019-07-31;5.0;1;true;false;false
1208533607790758325;7;2019-07-31;4.0;0;false;false;true
6202294987961568;11;2019-07-31;1.0;1;true;false;false
103090764717605876;13;2019-07-31;5.0;1;true;false;false
13121589346276857;13;2019-07-31;5.0;1;true;false;false
710466587953038414;29;2019-07-31;1.0;1;true;false;false
711466587953038414;29;2019-07-31;1.0;1;true;false;false
779233479639429209;29;2019-07-31;2.0;-1;false;true;false
213279695417144481;29;2019-07-31;4.0;1;true;false;false
96355478222178535;29;2019-07-31;5.0;1;true;false;false
7115212570947124455;29;2019-07-31;5.0;1;true;false;false
27534744808332850;29;2019-07-31;5.0;1;true;false;false
3942578018543814697;29;2019-07-31;5.0;1;true;false;false
3942578018543814697;29;2019-07-31;5.0;1;true;false;false
1753228730885223;29;2019-07-31;5.0;1;true;false;false
7104030957496531369;29;2019-07-31;4.0;1;true;false;false
1424676127578675643;29;2019-07-31;5.0;1;true;false;false
1075712953773593633;29;2019-07-31;3.0;1;true;false;false
7166540407506261543;29;2019-07-31;5.0;1;true;false;false
4447321402583635162;29;2019-07-31;4.0;1;true;false;false
7126455576060898920;29;2019-07-31;4.0;1;true;false;false
991933837192388886;29;2019-07-31;4.0;-1;false;true;false
1420169479421769;29;2019-07-31;5.0;1;true;false;false
68897764260269623;29;2019-07-31;5.0;1;true;false;false
12195647183674142;29;2019-07-31;1.0;1;true;false;false
12195647183674142;29;2019-07-31;1.0;1;true;false;false
72672407547018862;29;2019-07-31;1.0;1;true;false;false
711522717866228826;29;2019-07-31;4.0;1;true;false;false
7160657861244623191;29;2019-07-31;5.0;1;true;false;false
1496746806416982438;29;2019-07-31;5.0;1;true;false;false
1626484522589620049;29;2019-07-31;2.0;1;true;false;false
7139583130387054925;29;2019-07-31;5.0;1;true;false;false
5239867286410838187;29;2019-07-31;1.0;1;true;false;false
99362203516503436;29;2019-07-31;4.0;1;true;false;false
34300579965991656;29;2019-07-31;5.0;1;true;false;false
79801929130798984;29;2019-07-31;3.0;1;true;false;false
104726730871117696;29;2019-07-31;3.0;1;true;false;false
7112797244182992358;29;2019-07-31;5.0;1;true;false;false
7130073776087271005;29;2019-07-31;3.0;1;true;false;false
116529125826518372;29;2019-07-31;3.0;1;true;false;false
73630912035753327;29;2019-07-31;5.0;1;true;false;false
117247869264172524;29;2019-07-31;1.0;1;true;false;false
711341880997183213;29;2019-07-31;5.0;1;true;false;false
131201589346276857;29;2019-07-31;5.0;1;true;false;false
99026925712329681;29;2019-07-31;5.0;1;true;false;false
38540976522181666;29;2019-07-31;5.0;1;true;false;false
64746798976654899;29;2019-07-31;4.0;1;true;false;false
11742038448723706;29;2019-07-31;3.0;1;true;false;false
120522495616719603;29;2019-07-31;1.0;1;true;false;false
87480860977385964;29;2019-07-31;1.0;1;true;false;false
100034543920587284;29;2019-07-31;1.0;1;true;false;false
707704222096334285;29;2019-07-31;1.0;1;true;false;false
717731177749889321;29;2019-07-31;1.0;1;true;false;false
717731177719889321;29;2019-07-31;1.0;1;true;false;false
717731177419889321;29;2019-07-31;1.0;1;true;false;false
7177311777419889321;29;2019-07-31;1.0;1;true;false;false
1467916551362281298;29;2019-07-31;3.0;1;true;false;false
7112082218332349123;29;2019-07-31;4.0;1;true;false;false
4447321402583635162;30;2019-07-31;4.0;1;true;false;false
7112082218332349123;30;2019-07-31;4.0;1;true;false;false
2213279695417144481;31;2019-07-31;4.0;1;true;false;false
1085164852932307494;31;2019-07-31;5.0;1;true;false;false
68897764260269623;36;2019-07-31;5.0;1;true;false;false
1770556246310381950;42;2019-07-31;4.0;-1;false;true;false
1446299706817856170;42;2019-07-31;1.0;-1;false;true;false
7160657861244623191;42;2019-07-31;5.0;0;false;false;true
7131633795921623945;45;2019-07-31;4.0;1;true;false;false
267864639578625396;7;2022-06-07;5.0;0;false;false;true
1070954538003352483;7;2022-06-08;1.0;1;true;false;false
27192075149588208;7;2022-06-08;4.0;0;false;false;true
1705712914037742606;7;2022-06-08;5.0;1;true;false;false
4879523875707522619;7;2022-06-01;5.0;1;true;false;false
1052518556895502412;7;2022-06-08;5.0;1;true;false;false
1091812888318419405;7;2022-06-08;5.0;0;false;false;true
9131034062811859110;7;2022-06-07;1.0;0;false;false;true
7172186610003628593;7;2022-06-07;5.0;1;true;false;false
123436214525158467;7;2022-06-01;5.0;0;false;false;true
2622965682299098;7;2022-06-08;5.0;1;true;false;false
1087628104187251867;7;2022-06-07;5.0;1;true;false;false
29868567029602058;7;2022-06-08;5.0;1;true;false;false
7113253684479022787;7;2022-06-08;5.0;1;true;false;false
106071218145478619;7;2022-06-08;4.0;0;false;false;true
7085761068330402219;7;2022-06-01;1.0;1;true;false;false
7977890704370891751;7;2022-06-01;5.0;1;true;false;false
1691292837197850439;7;2022-06-07;4.0;0;false;false;true
1078825155703035526;7;2022-06-08;1.0;0;false;false;true
1062209315179973800;7;2022-06-08;4.0;1;true;false;false
993654817459925952;7;2022-06-08;4.0;1;true;false;false
7072368942268070603;7;2022-06-08;5.0;1;true;false;false
37453139017019572;7;2022-06-01;4.0;0;false;false;true